text,label
i have to be better hunting that metaphorical white whale will not end well or even end at all,normal
taehyung dislikes white people so much,normal
<user> what has happened to all of u faggots missing me i have lived in brighton for one week,normal
oh i got these vegas dykes mad today,normal
i like where your going with this i mean lets call a spade a spade shall we she a fuckin nigger,hatespeech
not a single peep from racist nigger obama nor vapid cunt hillary nor heeb bernie fuck you,hatespeech
<user> what about the thousands of women and children raped and killed by illegal aliens in our country i wish the left cared about its citizens the way it does about citizens of foreign countries border crisis voter fraud voter id draining the swamp fake news build the wall,normal
the broccoli family that owns the bond film licensing should change the name to james blond so there no mistaking bond for a blackie even better call him hail victory <number> <number> jamie daddy white man hater of muzzies and monkey business bond,normal
<user> <user> omg no no no no white people have the same problems cory from trailer trash to out of touch fathers struggle everyday for a bit of dignity do try and be a bit more inclusive and less divisive you are fast becoming that which u hate,normal
<user> why is the whistleblower a he i really hope it a she or maybe an immigrant from a shithole country or someone gender nonconfirming or trans two out of three would be op,offensive
<user> <user> is there any evidence for overlap between the two groups of rich white people i know they all look alike,normal
<user> um yea all they dykes to me 😂 including me 🤣 🤷 🏽 ‍ ♀️,normal
kim jong un dindunuffin,hatespeech
only in america can some useless no talent nigger generate a net worth of <money> million off of degenerate shitheads,hatespeech
agh waters world dem negresses remarks god dayum,hatespeech
lemanuel jackson of the retarded nigger branch of the andrew jackson lineage,hatespeech
they do they chase after the nordic alpha with mucilaginous desperation all abasement and kike headgames like all yid bitches they end up hitching to a balding hymie cuck who thinks himself secure behind a thin prenup the norish man goes on to have beautiful white children with white goddesses,hatespeech
does spic look white to blacks,hatespeech
long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm,hatespeech
well ya can not take the nigger out of the nigger but you can leave the black greasy motherfuckers in china,hatespeech
always a favorite scene kept the nigger in its place did not it,hatespeech
proud of president trump told <number> muslin nations we are partners in fight against radical islamic terrorism but usa not doing it alone,normal
only butthurt one here is you ya little mudshark progeny whiny punkass antifa washington post bitch,offensive
because he is he ruined his life to avenge a stupid crackwhore that sold her body to a fucking nigger for a fix not even worth a little pity neither of them,offensive
<user> <user> <user> <user> <user> idk whyd you link it to wanting to kill illegal immigrants you do know that non white people can buy guns right or should i go take them from my black friends,normal
niggas turning lil nas faggot,offensive
fuck you too soundwave,normal
thinking about creating a based nigger in a trump hat twitter account just so i can get a shit load of followers fast then act like i just discovered the jews are up to some real shit see whose side the normie conservatives take lol,normal
it been <number> years since the moslem terrorist attack in argentina thanks to the liberals there there may never be resolution amia <number> años han pasado y nada gracias cfk gabgento,normal
i need somebody to twist my hair for me no richmond hoes tho i do not trust you bitches,offensive
bring back the p**n <censored> and kick the nazis off,normal
you all hoes get drunk and just start being friendly with anybody like girl back up before i take your bottle then bat you down,offensive
who is handing out this many audacity to these niggas i gotta know lmao,normal
bad bitch she conceited,offensive
yo can you all go ahead and get <user> up outta there too cuz if trumps gone and he president he gon be calling folks niggers and shocking gay people on live tv talkin about its jesus time bitches,normal
is it weird that i do not mind the anti semitism that i have seen on gab use of the word kike never had any weight to me also there only <number> million of us in the world and billions hate us how can we control anything,normal
this is a fucking disgrace shameless cunts,offensive
oh shit the nigger layoffs are habbening,hatespeech
omg i always feel so disgusting when a girl thinks i am trying to hit on her 😭 ma am i am a ✨ faggot ✨,normal
lmao faggot fell lmao fuck the white boys,hatespeech
<user> <user> are really so dumb to imply that these pigs were any significance to president trumps win last i checked the fbi had a total around <number> white trash losers that really not a lot quite saying they they actually helped because they didnt,offensive
<user> want to do more than spank that white ass,normal
the memes these retarded sorority girl instagram whore feminists post to each other are a genre unto themselves absolutely hilarious be loud be brash be a mess tell people what you demand never show mercy die alone week later spic maid finds corpse half eaten by furbabies,offensive
i stand corrected on saying trump rejected queers and faggots from the military he said transgenders there has always been queers and faggots in the military but they stay in the closet,offensive
yeah we will see about that you fat sheboon black bitch,hatespeech
loved 7 0 comedy you could say nigga paki and be lazy and chase women with big bristols and john and larry were the brighton element,offensive
hope it was a short flight and you did not have to sit near the nigger too long,hatespeech
white male coalburners marry negresses on the thinner prettier side niggers get the fat mudsharks,hatespeech
<user> <user> <user> so me,normal
<user> <user> <user> <user> ⬆️ is not m ichael g oguen looking at using crispr to eliminate autism 🤔 $$ white nationalists,normal
<user> these countries will fall into westren trap to destroy two muslim countries why do not these two muslim countries warn the world of war with israel,normal
<user> ok imperialist hong kong is a historical part of china raped by british colonialism,normal
<user> a redneck woman,offensive
<user> <user> any strides black women and black queer people have made to fundamentally improve our lives have come from our own actions meanwhile any movement that has made change for straight black men has included the labor of black women and black queer people,normal
why is this fat black niggress so upset get off those cupcakes you fat bitch,hatespeech
rare photo of the gunmen before fleeing the scene also adios nigger ahaha,hatespeech
more projection from the professional liars the protectors of the status quo the bastions of ignorance the apologists for the globalists hegemony the enemies of freedom the enablers of the moslem invasion bbc are complicit in murder rape slavery and the destruction of western civilization,hatespeech
nick the spic le <percent> face mr being catholic pedophile is more important than being white,hatespeech
<user> white chocolate caramel yum yummy nut ur nipples and clit with it and bon appetit e,normal
<user> <user> <user> no we will take care of our beloved indian muslims but we do not want any illegal muslim immigrants from pakistan and bangladesh india is only for indian muslims all hindus sikhs jains and christians,offensive
this faggots came back like go home get a life,offensive
i am part potato nigger so i am not welcome here anymore i have to go back,hatespeech
nigga would not rob me if i gave em a gun,normal
lol sis think somebody playing with her fake crippled ass 🗣 knocc knocc its landlord reej take dat weak shit to yo mammy house hoe 🤣 🙄,offensive
lmao so that really the nigga i was struggling for what typa weed was i taking 💀,normal
ah so subby rn 🥺 someone call me slut n kitty,normal
yall keep saying men are trash bitches ain t shit white people racist black people ghetto when you know literally <percent> of the world,normal
<user> we sentence you to the harshest punishment we have ever given a white person three months of community service restored to your position on the force with backpay and bonus and a written apology from the victim family for putting you through this ordeal,normal
europes muzrat problem predicted to take a sharp sudden drop in numbers as soon as ordinary europeans have had enough go into open rebellion p.s. the uniform on junker should be a communist uniform not german ww2 germany was all about nationalism for their own people,hatespeech
america has done penance for the slavery compromise needed to win it revolution it had a civil war and an evil black muzzy commie elected president twice can not you sore losing antifa morons shut up and get a life,hatespeech
lol <user> what happened the owner of this website pew tube has banned you temporarily from accessing this website i dindunuffin,normal
when whites have moslem names it means <number> their non moslem western nation has been conquered and <number> the white person bearing the moslem name is an abeed slave,hatespeech
ayo hol up who did not pick moon man moon man pull pull the trigger on ever y nigger fam moon man shooting niggers while he snickers moon man the one man klan,hatespeech
what is this red shoes meme i am hearing about did anglin really suggest wearing nigger shoes or am i wrong,hatespeech
farmers are white trash grow your own damn food ya kike bastard,hatespeech
bitch i work a lot off the clock cause im diligent,normal
<user> ching chong your dog is gone,hatespeech
idgaf im still gonna retweet those tweets psl iphone <number> giveaways ni bitch im typing on fucking iphone <number> help me,normal
my dad is a faggot,offensive
jew on a stick now kike in a bag whatever will they think of next,hatespeech
<user> <user> but nokuthula is the first barrier to their businesses so they are protecting nokuthula so we can see that having white protection gives you ultimate protection you know the house negro shows of benefits of being one mugabe was for the people gaddafi for africa hani for africa,normal
the bitch calls herself hoe that all ya need to know red flag she prolly a kike too dark eyes bulbous nose fat the hair is prolly bleached blonde,hatespeech
<user> <user> you have spent this entire conversation being the white knight i never asked for attempting to educate me in my negro ignorance,normal
dykes are tougher than lightskin niggas,offensive
<user> that nothing alan partridge was <number>,normal
that nigga charlie murphy said p diddy got dolphin teeth,normal
abbi chase really thinks she that bitch me because i am that bitch 😛,normal
frank dicpario and the misogenous potatoes a blackened math metal band,normal
hey gay people it a free country we can march if we want to 😂,normal
leonardo divinci was a nigger i did not know that the cell phone they claim was not even the first cell phone to call between different railroad cars hooked up to each other,hatespeech
token astronauts jeanette epps negress replaced with mexican chic x feed the fish sally ride lesbian quota affirmative action segregation hbcu,offensive
dawg i just seen a chinese dyke i did not even kno those existed,normal
streetshitter is as streetshitter does what do you expect from that mudslime sack of shit,hatespeech
fuck no go back to nigger sand hell,hatespeech
<user> henry ford more like henry hated the jews,normal
typical pos nigger,hatespeech
you are either the worst shill or retarded no one is running around the streets yelling out nigger and jew but if you are gonna be one i am gonna say it so which one are you,hatespeech
<user> <user> how are you not <number> lbs by now 😱 they all look so good ♥️,normal
<user> a bunch of poor refugees a thousand miles away no hussein more like <number> million voting illegal aliens already within our own borders that is the existential threat,normal
not sure coon is it i do not normally say things about a persons appearance but that is one ugly bitch her ancestors had a lot of simian left in them,hatespeech
the kikes and muzzies only pretended to be christian which is why the spanish and the portuguese kicked them out this guy is clueless lol,hatespeech
<user> ‍ maybe you should stop demanding the token kike be your personal jesus,hatespeech
i blame nigger rule too low iq to build a desalination plant very tribal,hatespeech
sado <number> right from the hill into a stream rover dirty waters crystal clear pig dogs caught on a gutless now hung on the tree dry pierced heart you come with fly and maggots a life lived to eat found faggots bud,offensive
<user> fact <number> the annual report from the department of justice shows that when whites commit violence they do it to blacks <number> of the time blacks on the other hand choose white victims more than half the time,normal
look man i am sorry i am such a faggot hoe,offensive
i fucking hate white people,hatespeech
went varmint hunting earlier i shot six squirrels and a jackrabbit no kike rats though <sad>,hatespeech
the <number> russian from twitter are costing kike land some shekels legendary alt right barbaric khazar kike,hatespeech
mitch is a racist anti american nigger,hatespeech
yes but i heard the muzzies get to use a new gadget called wipe a hand,hatespeech
oh and apparently youre a red nigger skunk lol im not surprised since devs are retarded with social skills and politics what languages,hatespeech
what the fuck is nothing sacred i just saw new farmersonly com ad with a nigger and racemixing they must have found a few leftovers from the cotton fields,hatespeech
there is a reason why the alt kike refused to support little and that because they care more about sitting in their basements and making fashy podcasts instead of actually doing something,hatespeech
my dad said there no way r kelly usher were messing with the same girl because r kelly likes younger usher likes older women 🤣,normal
goober sat on a grape humpty had a great fall all of poopy bandaid and all of trump syringe could n  t put goober together again,normal
nicki minaj saying real ass bitch in the background,normal
whoever books the halftime show you had one job,normal
can someone anyone tell me the african word for patriarchy in any african language there is none these things are not who we are,normal
another benefit of multiculturism this is a typical moslem defense when accused of rape since they consider women haram as is they are demons that trick them into raping them,normal
<user> muslim refugee,normal
do the democrats still give a crap about illegal aliens the wall racism white supremacy child trafficking drugs guns hookers what else was there oh yeah fake whistleblower now 😂 😂 😂,normal
<user> <user> <user> i call anyone a nazi who is a racist white nationalist it not that abstract,normal
yeah dis the ol profit see how fast the mudslimes teach him how to hang glide sans glider,hatespeech
i knew the jew dyke gatekeepers considered me disposable while i was still doing healthcare travel that the same nose as the dyke giving marching orders in the last dieverse city,hatespeech
<user> i fucking hate you for this,normal
that that panic energy i am shocked he did not call us niggers 😂,normal
<user> <user> <user> <user> white supremacists are those white skinned people who call themselves chosen superior they are ethnic ashkenazi jews regular unchosen white people are all native european gentiles,normal
u ask these niggas to square up and they crack jokes but i am the faggot 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭,normal
<user> <user> yeah that whole fat joe thing was a mess not all latinos are black or of african descent many latinos are white many have no african ancestry some are even asian for example there is a large asian population in south america e g ecuador brazil peru chile etc,normal
it too late they are already in a moslem ban from the beginning would have been better,offensive
lol trump jr fucked around on his kike wife with mudshark aubrey o day the altright really knows how to pick em,hatespeech
hahahahahahaha the tweets sadick gets are brilliant 👏 when are these tweets going to become reality oh and he calls his paki mates minority he a joke paki moslems are the majority in london now sadick,offensive
<user> you are welcome what we do what we must all do is work together share the knowledge and the skills and bring about asap the genocide of every last vile kike from our nations,hatespeech
<user> yuel and societte might slightly edge them out and of course vira and kat but yeah very gay,normal
<user> <user> did not she already address it and i do not know about the tribe my dad grew up in the <number> smoky mountains dirt poor hillbilly only had elementary education was a moonshiner the navy saved him until i was a teenager they did not have indoor plumbing,normal
if u think salt lake city is ghetto please kill yourself n go to a real hood,normal
<user> ‍ be a good nigger and speak you mind,hatespeech
<user> tell the jihadi john to stop yapping abhijit iyer mitra countered his verbal heckling perfectly and showed him his aukaat,hatespeech
<user> you see how they all look retarded well that how you looking right now thinking they finna beat the lakers,offensive
<user> <user> just wait until the computers start telling people that all those racist sexist beliefs they harbour are based on science non white european features are a sign of criminality men have larger heads than women thus bigger brains thus smarter brains futuristic stupidity,normal
<user> good na anyways population explosion kar rakha hai <number> dus dus bachhe hai and refugee bhi u want great and then u will cry 😢 job creation and economy,normal
<user> <user> sister during that period our tamil nadu dmk government and indian congress government join to kill all my tamil people in our freedom in sri lanka,normal
instead of working on my current book or the other i am completely writing for my friend <user> i came up with a new one so i found a way to make arthurian legend very gay also the once and future king is a queer lady cause i said so writing arthurian legend,normal
you are a nigger and always will be spear chucker,hatespeech
mgtow reeks of kike subversion if you subscribe to that idea you are playing into their hand you are rejecting natural law and giving up on the biological goal of your existence you are giving up on your race and nation sort your life out or swallow a shotgun blast,hatespeech
this is atrocious fuck this nigger bitch,hatespeech
is that chief alinskyite chitownboystownbathhouseboi rahm emmanuel looks sounds like that kike,hatespeech
trump containing silence on the sa genocide and his grovelling for israhell tells us who this guy really is and who he works for trump is a traitorous pig along with his filthy kike first bitch nin nuke israhell now,hatespeech
<user> what i want to be the ship queer what i am the self isolated homosexual,normal
<user> hekdhskhssk they all look like they are in <number> different music videos it horrifying,normal
cantwell is getting shit from some nigger on ra about a jew who had rung up which is funny enough but then he hangs up on him and goes go be a nigger somewhere else,hatespeech
<user> <user> what happens if a tourist get raped now he dont have a abaya will she get stoned to dead or will they look for who did it,normal
<user> <user> yeah and he stunned and raped over <number> women,normal
did the media whores see this trump shaking hands with putin trump clearly working with putin for america just announced they agreed on syria cease fire hell yeah so the ohell syrian mussie refugees go home now deport deport,hatespeech
<user> <user> are you always so glum rhys boyo the term feminazi is called a figure of speech and accurately describes the shrill hectoring aggressive oppressive verbal violence of a very small minority of extremist women,normal
<user> that pic was months ago i hve shit skin now dont ask me for tips hh i cannot help you,normal
can not wait to become america first slutty queer president,offensive
<user> dm me,normal
<user> honey i aint u r just into dykes 🥺,offensive
<user> <user> love this faggot slutty voice,offensive
stop acting like a dyke and people will not call you a dyke simple,hatespeech
a plain white boy running from demons to escape white privlege,normal
a true muslim who follow quran cannot possess humanity,hatespeech
on the gathering storm comes a posh retarded man in a semen marked suit with his currency plans,normal
thanks jews we were told pt blank by kikess barbara lerner specter this had to take place,hatespeech
i swear i will never call you bitch again tupac 😊,normal
latinas the best women,normal
it like when a school of minnows swarm and completely consume a shark and leave nothing but its gleaming white bones,normal
so ebube left me issokay his shoes will get missing,normal
chun li from street fighter is such a bad bitch,normal
i am not obligated to date a broke nigga mfs try to make you feel bad for having standards,normal
im a slut for the entire cql ost i listen to literally every single day,normal
it makes a strong argument anybody guess whether it is a kike or a chink,hatespeech
i guess col <user> was wrong about just pounding the table if the law facts are against your case the smart thing to do is pack the jury with wetback child rapists,hatespeech
dyke powers are all to kill off the dachau of that he does it working conditions here are just a booty hole the day you,normal
this is what happens when niggers gain power there is not one street one neighborhood one city one state or one country that is better off once the nigger infects it,hatespeech
kill all these muscum terrorists before they kill you,hatespeech
<user> no one will ever racially profile you for being white she says to all white people ever to live,normal
do not suppress per dykes,normal
<user> <user> give me that nigga dick 🙃 🙃 🙃 🙃,normal
lil baby think i am being distant feel like he always gonna drag it outta me to say how i feel about him nigga im busy being a refugee 😅,normal
fyi the same dr luke who raped and sexually assaulted kesha for years is kim petras producer jussaying you all might wanna yikes away,normal
<user> <user> he is not speak but inspired how to becoming terrorist jihadi pakistan jihadi dna worldwide known now and if any one want create or manufacture al qaeda like terrorist group they contact pakistan,normal
man somebody is getting nasty i listened to a clip on twitter of that muzzie zaweed on cnn have a meltdown and it attacked my machine made it emitting screeching buzz and freeze i had to shut it off,hatespeech
some people just gonna be ghetto till they die lol homie always wants white castles who the fuck asks for white castle in <number>,normal
my great great granddaddy let his niggers play sports it called whichever nigger picks the most cotton today gets a piece of bacon in his bowl of grits tonight do the touchdown dance nigger,hatespeech
alex is my friend not a stupid nigger other alex is,hatespeech
<user> jokes on you because i wouldnt respect any professor who tried to teach me queer theory if they didnt look like a slut,offensive
i got acid in my eyes white bitch in my ride,normal
<user> <user> that how blacks behaves always protecting whites even after they gave our african people hiv n aids raped our grannies eish blacks,normal
cum in eye ball faggot dickhead fucking cunt slut cakes,offensive
<user> except for the illegally part sounds like that is the explanation based on what happens when they go to court where white cops dealing with black people in the us are concerned nothing is illegal,normal
<user> there something really grotesque about the implication that any space this white woman enters legally becomes her castle,normal
<user> natives she not one of us white people yes she is,normal
when are you going to be on trs or another podcast you filthly zipperhead,hatespeech
muzzies are the new niggers and remember how well the niggers turned out,hatespeech
which is the team that has a nigger on it i am rooting for everybody except them,hatespeech
sorry folks but the news i am reading this am infuriates me the stupidity the ignorance of the voters and elected officials of western countries is bringing the frigging chickens home to roost and i give a shit less about wonderful raghead cabbies and doctors,hatespeech
sounds like a regular muzzie bash do not forget the ham,hatespeech
jesus spoke aramaic in a galilean dialect distinguishable from jerusalem while many believe the n.t. was translated from hebrew it was not the n.t. was first translated from aramaic the kike religious belief back then was called pharisaism not judaism,hatespeech
martin luther king jr was a gay nigger,hatespeech
it not about fertility it about making sure that the moslem men have control even over their women private parts no ability for pleasure for her means they can be selfish even in the bedroom,normal
<user> i have to wonder if al sharpton came up with this idea he did the same thing some time back getting a black girl to say a group of white jewish boys raped her in nyc he a guy who needs investigated,normal
the sad sack south worshippin the football nigger on saturday and the jew jebus on sunday,hatespeech
<user> let us some queer person goes on publicly to say that all straight people should be killed would it be ok because reverse homophobia does not exist 🙄,normal
<user> <user> yep he started out pretending to be reasonable and then went off the rails about the govt rescuing white women by annulling their marriages and assigning them white husbands,normal
you all know i do not care about plastic surgery but jessica white negro nose was everything,normal
filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege,hatespeech
<user> <user> <user> criticism and skepticism is not what happened the right wing mob happened those guys love shouting kill yourself at people,normal
tlc needs to do a better job screening these people pos laura should not have been on the show she was here illegally not to mention she owes child support for one of her kids and sucks in bed per her ex husband real trailer trash 90 day fiance,offensive
<user> you still are fucking hater bitch,offensive
starbucks actually closed in america for a whole day so staff could have racially friendly training you can just imagine the lecturer saying when a nigger comes in do not say how do you like your coffee black,hatespeech
1 st wave feminism let us vote and shit assholes modern feminism i hope you get raped for not bowing at the altar of big government fellow females,normal
jangan merasa superior cuma gara gara lo boygroup sedangkan kita girlgroup no fucking no we have a same problem can you please not fucking hate izone with all of this problem can you please fucking go,normal
we need common sense nigger control,hatespeech
we must allow refugees to invest in the real economy not one propped by donors <user> this is a solid wake up call,normal
it can be your nigga her nigga ion care if i stamp him that my nigga,normal
resettlement 4 singlerefugees helprefugeesinindonesia we did not choose to be refugee forever the situation make us to be refugee but unhcr in indonesia make us feel hopeless and disappointed cause unhcr in indonesia separate and pushing us down cause of being single here <user>,normal
<user> of course the bad guys in this story are going to just happen to be the already oppressed and those they perceive to be standing with them accelerating the corruption of their white supremacist puritanical utopia,normal
<user> of course this type of existence is usually only possible if you are privileged enough to live in a world where flat out being wrong all the time has zero consequence but that also does not bother them why were not you just born rich and white you d understand,normal
<user> what part of i am a shitty person with violent anti social tendancies and the emotional development of a carrot equates to the nazi holocaust exactly,normal
<user> never hillary as a woman <user> represents nothing i would ever stand behind she has been a rapist enabler a feminazi and all around evil human being not only no but hell no trump 2020,normal
i swear these little queers have nothing better to than make themselves miserable,offensive
mpc is the hangout for black teens who are not allowed to say nigger at home mpc status updates,normal
it strategy goy first we lure in beaners with a false sense of security then we let them win we can not lose trump a brilliant businessman he knows what he doing,hatespeech
maybe but i like to think it a spontaneous miscarriage and the stoned nigger sow is just so obese and full of diabetic nerve damage that she can not even feel anything all she knows is she hongry 🐒,hatespeech
whenever money is transferred someone can make people are profiting from it an illiterate hiv moslem increases the gdp by more than a nurse all govt spending increases gdp its easier to make money off destruction than creation if you know when traitors will stab a country in the back,normal
clapton told the crowd that england had become overcrowded vote for powell to stop britain from becoming a black colony that britain should get the foreigners out get the wogs out get the coons out then repeatedly shouted the national front slogan keep britain white prophetic,normal
f the gop it drowning itself in the bathtub unless you people are just going to give up and let these nazi puke sacks win i am never going to quit fighting white supremacists until they are gone republicans are the party of white supremacy that their identity 👻,normal
<user> man i thought for sure her white ass was gon walk im glad they got her,normal
it so nigger future blm member is what you sound like are you from houston this sounds like that nigger garbage from that shithole damn break that programming you are a jew tool,hatespeech
<user> had to refollow you you goddamn jew nigger faggot cunt maple syrup drinking muzzie or fantastic gentleman take your pick,hatespeech
do not break your arm jerking yourself off on twitter kike,hatespeech
i can not hear what happening with the government shutdown cuz my gramma keeps screaming at the nigger announcer on fox 😑,hatespeech
testing are you allowed to say nigger on here,hatespeech
i d be depressed if i was a nigger,hatespeech
cia nigger apologizes to pol for the poz,hatespeech
a muzzy wimp real men do not hit women let alone another man kindergarten we were taught you do not hit your fellow class mates judge tells us you assaulted that person do the crime you re doin the time,offensive
bill maher m islam is horrible and mosques should not exist anywhere fuck freedom of religion white liberals o lol it ok,normal
i can not disagree there however to justify avoiding vietnam a large swath of boomers absorbed the toxic critical theory marxism their kike professors were pushing then spent their lives assisting the kike takeover a senior class prank of burning down the high school,hatespeech
<user> i wanna get my redneck friends to jump them and run them over with our trucks,offensive
as a result someone who uses the symbol cannot be assumed to be using the symbol in either a trolling or white supremacist context then why add it to a list of fucking hate symbols,normal
vikings fared far and wide to byzantium and baghdad and beyond nothing shocking about this discovery or earlier ones about hauls of arabic coins and a ring with allah engraved on it stone shocking part is how these things will be used in justifying moslime presence in scandinavia now,hatespeech
<user> lets the degenerate kike <user> ‍ fuck him in the ass and cries piteously during the torrid act but deep down he very much aroused at the idea of a filthy jew dominating him that a real radical agenda next week tune in for the threesome with paul nehlen,hatespeech
i visited in that trip eng irl scotland saw ancient everything they are time itself i think maybe that why i get impatient about how they are allowing the muzzies destroy the place so rich in culture and historic timelessness europe is a living museum and should be respected as such,hatespeech
gays <number> moslem,offensive
fuck police and if you support them fuck you too,normal
my brain please enjoy this dream of being stuck in a fucked up southern redneck town home to a fucked up redneck cult full of fucked up flesh monsters and watch helplessly as they massacre your entire family me upon waking up hey what the fuck,offensive
<user> <user> <user> <user> you must be fool some handful of ullas does not represent kashmir it belongs to <number> lac kashmiri pandits aswell who were butchered and raped and forced to exile from their own lands go home kid you need a better tutor,normal
big drunk lean no guns shootin this nigger,hatespeech
<user> if its not hillbilly cousin fucking town then yes for that price 🤣,offensive
by whom you faggoty nigger loving overlord hey we are shaking in our jackboots u did not do this we did so fuck you,hatespeech
the muzzies are much worse than the third world they are a stone age fucking mess,hatespeech
gee <number> top gab fucks start a thread i wonder how many fake accounts are on this list a sand nigger a street shitter and chemo head walk into a social media site no joke,hatespeech
ugly commie bull dyke cunt,hatespeech
mook <user> ‍ beaner i always forget that one dune coon,hatespeech
how about i fire a lime off ya head you filthy paki bastard,hatespeech
you all why can not bi and pan girls use the word dyke if you are a queer woman it should not matter your particular label you should be allowed to use that slur idk i just think it not other people thing to monitor especially if they are not a lesbian themself,normal
<user> then you dont say dyke literally why are you so mad its a fcking slur there even some lesbians who dont want to reclaim it go reclaim queer if you want a slur so bad jfc,normal
any other queer trans people concerned with your outer image and looking queer i try not to bc i know it a privilege to be able to present myself as non cishet but also i just want everyone to know im a dyke,normal
i really think airpods are overrated tried some and there was no bass in them hoes 💀,normal
men lie women lie but numbers do not lie and neither does frequency 💁 🏾 ‍ ♀️,normal
rt astarswomens bbm as achievement ariana grande,normal
this nigga devin got the wisdom of solomon,normal
would not dap you with the left hoe,offensive
<user> <user> <user> it makes no sense to say those things it makes no sense that women and men are getting raped it makes no sense because it should be common sense not to rape people,normal
shoutout to all the dykes out here still fucking niggas,hatespeech
<number> year old group of caucasians are yelling no laws when you are drinking claws bro white claws are officially canceled,normal
laima does not wear shoes or pants all she wears is a white cloth draped on her body like a dress does she even wear underwear then,normal
<user> kill yourself lol,normal
boko haram released over <number> girls it had kidnapped years ago because they are mussleman now if britain could just get the muzzies up there in teleford or luton to follow suit and release the little white girls they are holding in slavery and forced prostitution,hatespeech
nyc threatens to fine ppl who say illegal alien <money> did nyc kill freedom of speech how did we get so out of control so fast,offensive
im tired of seeing that black and white ass eating video the bitch thats shaped like squidward and the the girl getting fucked and then suckin dick like bye,offensive
my next apt is taking forever on the background check my imagination so about your secret racist posting career what exactly did you mean in <date> by gelatinous sheboon theatrics,hatespeech
i have no doubt rads would say i sound kike you,hatespeech
merry christmass to every one hope you have a blessed happy new year unless ur an anti american goat humpin moslem u can eat goat shit,hatespeech
he responded but we are not going to get anything constructive out of him unfortunately i thought if we had a black nationalist here we could be have mock negotiations between us but he just wants to act like a huge nigger instead,hatespeech
fuck the nigger football league,hatespeech
good gawd she looks like the prototypical kikess with that rat fuckin face <user>,hatespeech
<user> cell em with the biggest hairiest bull dykes in the joint,offensive
i wish there were more leftists here to argue with conservatives are fun for a while but after a time all you hear is a cacophony of muh based blacks meskins asians queers they are all merican,normal
<user> have observed meltdown in bars before alphas dyke partners storm off mad funny as hell,offensive
buncha nigger lovers trying to be hip wat morons,offensive
when queers persecute u and ir children u might return to god law aka theonomy,normal
bc she a yid,offensive
that video of the deaf dude having sex was killing me yesterday 😭 and this nigger <user> gon post the video in the chat so i am dying all over again 😩 😩 💀 💀,normal
<user> strong words for a white boy to be telling a native american,normal
<user> thanks bitch,normal
white people getting too comfortable with using the word ghetto,normal
<user> <user> <user> wow and the white supremists and nazis that commit mass shootings and are citing civil war,normal
fat inbred room temperature iq nigger bitches should not be able to vote in british elections not only should british shitlords be able to vote i as a british american with <percent> british ancestry <number> miles away should have more of a right to vote in british elections than niggers,hatespeech
<user> started from islam raped modi and ended his powerful speech with laillaha ilallah there no god but allah and we will fight till end did not vote him but indeed it one of the best speeches i have ever heard,normal
how does the average american democrats feel god will pardon them for abortions queers and little girls bathrooms in accepting isis into our country not to mention the skiing lies the party prevails but then again they might be muslims themselves i do not know,normal
<user> <user> <user> <user> <user> <user> if he not lazy why is he butt hurt americans are lazy compared to african countries that fact is not nearly enough reason for me not want them here african immigrants are not the enemy white supremacy is,normal
<user> i long for the days where faggots who tried to erect some satanic statue wouldve been shot on the spot,hatespeech
<user> he wanted to call people retarded but ended up being the one with mental problems,offensive
<user> <user> ahh they did this last time to but the white person in front smh,normal
<user> <user> so a white person an come into your home and kill u and nothing will happen this is beyond irrational,normal
any black man who can make disgusting comments about dark skin women is a black man i will stay away from you niggers are mad and quite creepy,hatespeech
i called <user> a dumb nigger every day for a month,hatespeech
lh wtf i am weak this girl retarded lmfao,offensive
europe is being invaded by moslem filth the usa by mexican parasites say what you want about the north korean regime but at least they know how to protect their borders,hatespeech
you all be wanting a real bitch then do not know what to do wit her ✌ 🏽,normal
dont buy a mouse on media markt fucking niggers giving me fake logitech mouse turns off the middle of the ranked,hatespeech
as long as you do not call them ugly kike whores you are probably fine my feminism allows men to respond to bitchy women as well preferably in a classy way myself included but i mean women like <user> are classy only in maga fantasyland using words like dyke and faggot deplorable,hatespeech
bruhh their outfits for kcon are all white yes it suits them 🤙 ❤,normal
i am a w.a.r. skin do you know john detuillo he doing an l bow for stabbing a lgbtqwtf in the head and a mudshark in the head i used to hang w some american front and valkyrie front almost all of them got popped by the feds on bogus trumoed up charges,hatespeech
<user> if only the woman he allegedly 🙄 raped was able to block him this easily,normal
nigga xan said niggas turn lil nas faggots 😂 😂 😂 😂 😂,normal
hello wombat today is going to be great with a small helping of queer never forget that you are a wiz kid who will win the day you will celebrate in avalon with bloody marys and sushi or so a little bird told me,normal
seventeen gay 🏳 ️ ‍ 🌈 seventeen bi seventeen lesbian seventeen pan seventeen demi seventeen poly seventeen nb seventeen trans seventeen ace seventeen gf seventeen queer seventeen lgbtq seventeen feminists seventeen woke seventeen everyone rights i fear no one <user>,normal
isis taking control of a country is a bit like liam neeson being raped by tom hanks,normal
